Price,Close
Ticker,MTRN
Date,
2010-01-04,17.4384765625
2010-01-05,17.8475399017334
2010-01-06,18.710119247436523
2010-01-07,18.879079818725586
2010-01-08,19.181428909301758
2010-01-11,19.083606719970703
2010-01-12,18.069852828979492
2010-01-13,18.514482498168945
2010-01-14,18.532272338867188
2010-01-15,17.92756462097168
2010-01-19,18.140989303588867
2010-01-20,17.625219345092773
2010-01-21,16.72706413269043
2010-01-22,16.469173431396484
2010-01-25,16.389142990112305
2010-01-26,16.095691680908203
2010-01-27,16.47807502746582
2010-01-28,16.21129608154297
2010-01-29,15.98007869720459
2010-02-01,16.122364044189453
2010-02-02,16.309118270874023
2010-02-03,16.060115814208984
2010-02-04,14.619510650634766
2010-02-05,14.592830657958984
2010-02-08,14.09483814239502
2010-02-09,14.530583381652832
2010-02-10,14.423867225646973
2010-02-11,15.348703384399414
2010-02-12,15.508772850036621
2010-02-16,15.82890510559082
2010-02-17,17.83864402770996
2010-02-18,17.794172286987305
2010-02-19,18.905757904052734
2010-02-22,18.887977600097656
2010-02-23,18.47001838684082
2010-02-24,18.36330223083496
2010-02-25,18.63897705078125
2010-02-26,18.265493392944336
2010-03-01,19.05694007873535
2010-03-02,18.976898193359375
2010-03-03,19.190326690673828
2010-03-04,19.368173599243164
2010-03-05,19.83059310913086
2010-03-08,19.83059310913086
2010-03-09,19.537132263183594
2010-03-10,19.777238845825195
2010-03-11,19.48377799987793
2010-03-12,19.314817428588867
2010-03-15,18.968002319335938
2010-03-16,19.448211669921875
2010-03-17,19.314817428588867
2010-03-18,19.003583908081055
2010-03-19,18.558948516845703
2010-03-22,19.128074645996094
2010-03-23,19.70609474182129
2010-03-24,19.16364288330078
2010-03-25,19.074724197387695
2010-03-26,19.03026580810547
2010-03-29,20.044025421142578
2010-03-30,19.892841339111328
2010-03-31,20.070695877075195
2010-04-01,20.1951961517334
2010-04-05,23.254261016845703
2010-04-06,23.55661392211914
2010-04-07,23.32540512084961
2010-04-08,23.227582931518555
2010-04-09,23.103090286254883
2010-04-12,23.067522048950195
2010-04-13,23.42322540283203
2010-04-14,24.303598403930664
2010-04-15,24.268028259277344
2010-04-16,23.672218322753906
2010-04-19,23.378761291503906
2010-04-20,23.432125091552734
2010-04-21,23.449907302856445
2010-04-22,23.86785888671875
2010-04-23,24.303598403930664
2010-04-26,24.143531799316406
2010-04-27,24.019027709960938
2010-04-28,24.481447219848633
2010-04-29,26.064340591430664
2010-04-30,26.437835693359375
2010-05-03,26.15326690673828
2010-05-04,25.11282730102539
2010-05-05,23.7789306640625
2010-05-06,23.42322540283203
2010-05-07,23.12087059020996
2010-05-10,24.356948852539062
2010-05-11,23.494365692138672
2010-05-12,24.890512466430664
2010-05-13,24.828262329101562
2010-05-14,22.951913833618164
2010-05-17,22.791839599609375
2010-05-18,21.609127044677734
2010-05-19,20.799890518188477
2010-05-20,21.600236892700195
2010-05-21,22.943023681640625
2010-05-24,21.973718643188477
2010-05-25,21.92925453186035
2010-05-26,21.70694923400879
2010-05-27,23.192020416259766
2010-05-28,22.462818145751953
2010-06-01,21.27120590209961
2010-06-02,22.027074813842773
2010-06-03,21.71583366394043
2010-06-04,20.230772018432617
2010-06-07,19.572710037231445
2010-06-08,19.59939193725586
2010-06-09,19.314817428588867
2010-06-10,20.212976455688477
2010-06-11,21.04888343811035
2010-06-14,20.817686080932617
2010-06-15,21.626909255981445
2010-06-16,21.422372817993164
2010-06-17,21.422372817993164
2010-06-18,20.71097183227539
2010-06-21,20.808788299560547
2010-06-22,20.017335891723633
2010-06-23,20.186304092407227
2010-06-24,19.15474510192871
2010-06-25,19.332603454589844
2010-06-28,19.15474510192871
2010-06-29,18.078744888305664
2010-06-30,17.767498016357422
2010-07-01,17.447370529174805
2010-07-02,16.92269515991211
2010-07-06,16.611461639404297
2010-07-07,17.082763671875
2010-07-08,18.416671752929688
2010-07-09,19.003583908081055
2010-07-12,17.972026824951172
2010-07-13,19.17253875732422
2010-07-14,19.03914451599121
2010-07-15,18.790157318115234
2010-07-16,17.305086135864258
2010-07-19,17.61632537841797
2010-07-20,18.34552001953125
2010-07-21,17.731935501098633
2010-07-22,20.453073501586914
2010-07-23,20.639820098876953
2010-07-26,20.1951961517334
2010-07-27,20.106266021728516
2010-07-28,19.10140037536621
2010-07-29,20.061803817749023
2010-07-30,21.20896339416504
2010-08-02,21.520200729370117
2010-08-03,21.64469337463379
2010-08-04,21.71583366394043
2010-08-05,21.226747512817383
2010-08-06,21.44015884399414
2010-08-09,21.778087615966797
2010-08-10,21.57355308532715
2010-08-11,20.4886531829834
2010-08-12,20.417512893676758
2010-08-13,20.017335891723633
2010-08-16,20.737646102905273
2010-08-17,21.600236892700195
2010-08-18,21.760299682617188
2010-08-19,20.817686080932617
2010-08-20,20.088478088378906
2010-08-23,19.821706771850586
2010-08-24,19.145856857299805
2010-08-25,19.323715209960938
2010-08-26,20.799890518188477
2010-08-27,21.502412796020508
2010-08-30,21.6624813079834
2010-08-31,21.386810302734375
2010-09-01,22.018192291259766
2010-09-02,22.622879028320312
2010-09-03,23.138654708862305
2010-09-07,22.782960891723633
2010-09-08,22.934131622314453
2010-09-09,22.676237106323242
2010-09-10,22.91634178161621
2010-09-13,23.92121696472168
2010-09-14,23.316509246826172
2010-09-15,23.05862808227539
2010-09-16,22.809633255004883
2010-09-17,23.698890686035156
2010-09-20,24.214664459228516
2010-09-21,24.259132385253906
2010-09-22,23.87674903869629
2010-09-23,23.00527572631836
2010-09-24,24.69487190246582
2010-09-27,24.214664459228516
2010-09-28,24.4280948638916
2010-09-29,25.48630714416504
2010-09-30,25.290674209594727
2010-10-01,25.637493133544922
2010-10-04,24.88161277770996
2010-10-05,25.61081314086914
2010-10-06,25.557462692260742
2010-10-07,25.415178298950195
2010-10-08,25.61970329284668
2010-10-11,25.548568725585938
2010-10-12,25.628604888916016
2010-10-13,26.21552085876465
2010-10-14,26.357797622680664
2010-10-15,26.32222557067871
2010-10-18,26.38447380065918
2010-10-19,25.52189064025879
2010-10-20,26.802425384521484
2010-10-21,26.019878387451172
2010-10-22,26.171056747436523
2010-10-25,27.060314178466797
2010-10-26,26.74017906188965
2010-10-27,26.233299255371094
2010-10-28,29.87928009033203
2010-10-29,29.479116439819336
2010-11-01,30.501773834228516
2010-11-02,30.21721649169922
2010-11-03,30.048242568969727
2010-11-04,31.310983657836914
2010-11-05,31.310983657836914
2010-11-08,32.13801574707031
2010-11-09,30.910831451416016
2010-11-10,31.951276779174805
2010-11-11,31.26653480529785
2010-11-12,31.035335540771484
2010-11-15,31.1153621673584
2010-11-16,29.50579261779785
2010-11-17,29.79925537109375
2010-11-18,30.973081588745117
2010-11-19,31.22208023071289
2010-11-22,31.62224006652832
2010-11-23,31.613359451293945
2010-11-24,32.14692306518555
2010-11-26,32.529300689697266
2010-11-29,32.22694396972656
2010-11-30,31.30210304260254
2010-12-01,33.952117919921875
2010-12-02,33.169551849365234
2010-12-03,34.770240783691406
2010-12-06,34.78802490234375
2010-12-07,34.98366165161133
2010-12-08,34.47677993774414
