Price,Close
Ticker,XRAY
Date,
2010-01-04,29.504133224487305
2010-01-05,29.153390884399414
2010-01-06,29.345460891723633
2010-01-07,29.72960090637207
2010-01-08,29.72960090637207
2010-01-11,30.1137638092041
2010-01-12,29.896615982055664
2010-01-13,30.314180374145508
2010-01-14,30.539657592773438
2010-01-15,30.02190399169922
2010-01-19,30.49790382385254
2010-01-20,30.172208786010742
2010-01-21,29.08659553527832
2010-01-22,28.760896682739258
2010-01-25,28.794301986694336
2010-01-26,28.585527420043945
2010-01-27,28.443559646606445
2010-01-28,27.925798416137695
2010-01-29,28.000951766967773
2010-02-01,28.042701721191406
2010-02-02,28.819351196289062
2010-02-03,28.284889221191406
2010-02-04,27.38296890258789
2010-02-05,27.29945945739746
2010-02-08,27.641860961914062
2010-02-09,28.343341827392578
2010-02-10,28.218076705932617
2010-02-11,27.566701889038086
2010-02-12,27.257715225219727
2010-02-16,27.566701889038086
2010-02-17,27.6585636138916
2010-02-18,27.817241668701172
2010-02-19,27.50823974609375
2010-02-22,27.399675369262695
2010-02-23,27.416385650634766
2010-02-24,27.5583438873291
2010-02-25,27.50823974609375
2010-02-26,27.633506774902344
2010-03-01,28.026002883911133
2010-03-02,28.25983428955078
2010-03-03,28.234777450561523
2010-03-04,28.268192291259766
2010-03-05,28.669025421142578
2010-03-08,28.63562774658203
2010-03-09,28.894512176513672
2010-03-10,28.95296859741211
2010-03-11,29.06154441833496
2010-03-12,29.036474227905273
2010-03-15,29.036474227905273
2010-03-16,28.919574737548828
2010-03-17,28.95296859741211
2010-03-18,28.769250869750977
2010-03-19,28.5103702545166
2010-03-22,28.827693939208984
2010-03-23,28.8778133392334
2010-03-24,28.652009963989258
2010-03-25,28.760726928710938
2010-03-26,28.576740264892578
2010-03-29,28.835996627807617
2010-03-30,29.103612899780273
2010-03-31,29.1705265045166
2010-04-01,28.835996627807617
2010-04-05,28.927974700927734
2010-04-06,29.153791427612305
2010-04-07,28.743993759155273
2010-04-08,28.710546493530273
2010-04-09,28.96980857849121
2010-04-12,28.877809524536133
2010-04-13,29.153791427612305
2010-04-14,29.42976951599121
2010-04-15,29.63884925842285
2010-04-16,29.229063034057617
2010-04-19,29.053436279296875
2010-04-20,29.505043029785156
2010-04-21,29.488313674926758
2010-04-22,29.68065071105957
2010-04-23,30.073728561401367
2010-04-26,30.3831729888916
2010-04-27,30.450069427490234
2010-04-28,30.75114631652832
2010-04-29,31.746347427368164
2010-04-30,30.650787353515625
2010-05-03,30.684249877929688
2010-05-04,30.056997299194336
2010-05-05,29.814477920532227
2010-05-06,29.019983291625977
2010-05-07,28.275665283203125
2010-05-10,29.864656448364258
2010-05-11,30.03191566467285
2010-05-12,30.583881378173828
2010-05-13,30.115550994873047
2010-05-14,29.32105827331543
2010-05-17,29.270875930786133
2010-05-18,28.927974700927734
2010-05-19,28.727272033691406
2010-05-20,27.472806930541992
2010-05-21,27.648439407348633
2010-05-24,27.364086151123047
2010-05-25,27.22191047668457
2010-05-26,26.72012710571289
2010-05-27,27.355722427368164
2010-05-28,27.121559143066406
2010-06-01,26.78702735900879
2010-06-02,27.598251342773438
2010-06-03,27.598251342773438
2010-06-04,26.310325622558594
2010-06-07,25.925630569458008
2010-06-08,25.599470138549805
2010-06-09,25.58275032043457
2010-06-10,25.96744155883789
2010-06-11,26.0928955078125
2010-06-14,26.15143394470215
2010-06-15,26.285249710083008
2010-06-16,26.343782424926758
2010-06-17,26.40233039855957
2010-06-18,26.52777862548828
2010-06-21,26.310325622558594
2010-06-22,26.143070220947266
2010-06-23,26.01742172241211
2010-06-24,25.950420379638672
2010-06-25,25.992300033569336
2010-06-28,26.05930519104004
2010-06-29,25.196529388427734
2010-06-30,25.054126739501953
2010-07-01,24.65205192565918
